"name","member_id","year","assembly","party","camp","seniority","n_seminars","n_cross_party","cross_party_ratio","avg_coalition_size","is_governing","is_female","is_proportional","is_seoul","province","total_terms","n_bills_led"
"김영우","PLR62452",2009,18,"한나라당","보수계",1,2,0,0,1,TRUE,FALSE,FALSE,FALSE,"경기",3,20
"김영우","PLR62452",2010,18,"한나라당","보수계",1,1,0,0,1,TRUE,FALSE,FALSE,FALSE,"경기",3,20
"김영우","PLR62452",2011,18,"한나라당","보수계",1,1,0,0,1,TRUE,FALSE,FALSE,FALSE,"경기",3,20
"김영우","PLR62452",2013,19,"새누리당","보수계",2,1,0,0,3,TRUE,FALSE,FALSE,FALSE,"경기",3,26
"김영우","PLR62452",2014,19,"새누리당","보수계",2,3,2,0.6667,4,TRUE,FALSE,FALSE,FALSE,"경기",3,26
"김영우","PLR62452",2015,19,"새누리당","보수계",2,5,5,1,6.8,TRUE,FALSE,FALSE,FALSE,"경기",3,26
"김영우","PLR62452",2016,20,"새누리당","보수계",3,1,0,0,1,TRUE,FALSE,FALSE,FALSE,"경기",3,21
"김영우","PLR62452",2017,20,"자유한국당","보수계",3,2,1,0.5,3.5,FALSE,FALSE,FALSE,FALSE,"경기",3,21
"김영우","PLR62452",2018,20,"자유한국당","보수계",3,2,0,0,1,FALSE,FALSE,FALSE,FALSE,"경기",3,21
"김영우","PLR62452",2019,20,"자유한국당","보수계",3,4,2,0.5,20.25,FALSE,FALSE,FALSE,FALSE,"경기",3,21
"김영주","0W194007",2004,17,"국민중심당","민주계",1,1,0,0,1,TRUE,TRUE,TRUE,FALSE,"비례대",5,22
"김영주","0W194007",2005,17,"국민중심당","민주계",1,5,0,0,3.4,TRUE,TRUE,TRUE,FALSE,"비례대",5,22
"김영주","0W194007",2006,17,"국민중심당","민주계",1,1,0,0,1,TRUE,TRUE,TRUE,FALSE,"비례대",5,22
"김영주","0W194007",2007,17,"국민중심당","민주계",1,2,1,0.5,2,TRUE,TRUE,TRUE,FALSE,"비례대",5,22
"김영주",NA,2012,19,"민주당","민주계",3,5,2,0.4,4.4,FALSE,TRUE,TRUE,FALSE,"비례대",5,57
"김영주",NA,2013,19,"새정치민주연합","민주계",3,8,1,0.125,1.12,FALSE,TRUE,TRUE,FALSE,"비례대",5,57
"김영주",NA,2014,19,"새정치민주연합","민주계",3,12,2,0.1667,1.17,FALSE,TRUE,TRUE,FALSE,"비례대",5,57
"김영주",NA,2015,19,"더불어민주당","민주계",3,14,1,0.0714,2.36,FALSE,TRUE,TRUE,FALSE,"비례대",5,57
"김영주","0W194007",2016,20,"더불어민주당","민주계",4,8,1,0.125,3.12,FALSE,TRUE,TRUE,FALSE,"비례대",5,49
"김영주","0W194007",2017,20,"더불어민주당","민주계",4,5,1,0.2,4,TRUE,TRUE,TRUE,FALSE,"비례대",5,49
"김영주","0W194007",2018,20,"더불어민주당","민주계",4,2,0,0,1,TRUE,TRUE,TRUE,FALSE,"비례대",5,49
"김영주","0W194007",2019,20,"더불어민주당","민주계",4,13,1,0.0769,1.69,TRUE,TRUE,TRUE,FALSE,"비례대",5,49
"김영주","0W194007",2020,21,"더불어민주당","민주계",5,15,5,0.3333,22.2,TRUE,TRUE,TRUE,FALSE,"비례대",5,107
"김영주","0W194007",2021,21,"더불어민주당","민주계",5,13,9,0.6923,36.54,TRUE,TRUE,TRUE,FALSE,"비례대",5,107
"김영주","0W194007",2022,21,"더불어민주당","민주계",5,28,14,0.5,18,FALSE,TRUE,TRUE,FALSE,"비례대",5,107
"김영주","0W194007",2023,21,"더불어민주당","민주계",5,38,20,0.5263,20.58,FALSE,TRUE,TRUE,FALSE,"비례대",5,107
"김영주",NA,2024,22,"더불어민주당","민주계",6,1,0,0,3,FALSE,TRUE,TRUE,FALSE,"비례대",5,0
"김영진","BCO6264C",2008,18,"민주당","민주계",1,4,2,0.5,2,FALSE,FALSE,FALSE,FALSE,"광주",3,42
"김영진","BCO6264C",2009,18,"민주당","민주계",1,6,4,0.6667,2.17,FALSE,FALSE,FALSE,FALSE,"광주",3,42
"김영진","BCO6264C",2010,18,"민주당","민주계",1,13,5,0.3846,1.77,FALSE,FALSE,FALSE,FALSE,"광주",3,42
"김영진","BCO6264C",2011,18,"민주당","민주계",1,10,5,0.5,2,FALSE,FALSE,FALSE,FALSE,"광주",3,42
"김영진","5765663F",2016,20,"더불어민주당","민주계",3,6,1,0.1667,6,FALSE,FALSE,FALSE,FALSE,"광주",3,95
"김영진","5765663F",2017,20,"더불어민주당","민주계",3,10,6,0.6,7.9,TRUE,FALSE,FALSE,FALSE,"광주",3,95
"김영진","5765663F",2018,20,"더불어민주당","민주계",3,6,0,0,5.5,TRUE,FALSE,FALSE,FALSE,"광주",3,95
"김영진","5765663F",2019,20,"더불어민주당","민주계",3,18,7,0.3889,13.39,TRUE,FALSE,FALSE,FALSE,"광주",3,95
"김영진","5765663F",2020,21,"더불어민주당","민주계",4,8,3,0.375,19.62,TRUE,FALSE,FALSE,FALSE,"광주",3,74
"김영진","5765663F",2021,21,"더불어민주당","민주계",4,13,6,0.4615,23,TRUE,FALSE,FALSE,FALSE,"광주",3,74
"김영진","5765663F",2022,21,"더불어민주당","민주계",4,10,4,0.4,12,FALSE,FALSE,FALSE,FALSE,"광주",3,74
"김영진","5765663F",2023,21,"더불어민주당","민주계",4,27,11,0.4074,16,FALSE,FALSE,FALSE,FALSE,"광주",3,74
"김영진","5765663F",2024,22,"더불어민주당","민주계",5,10,4,0.4,18.7,FALSE,FALSE,FALSE,FALSE,"광주",3,48
"김영진","5765663F",2025,22,"더불어민주당","민주계",5,9,5,0.5556,34.44,FALSE,FALSE,FALSE,FALSE,"광주",3,48
"김영춘","TWL5801D",2005,17,"열린우리당","민주계",1,1,0,0,3,TRUE,FALSE,FALSE,TRUE,"서울특",2,20
"김영춘",NA,2008,18,"국민중심당","민주계",2,1,0,0,1,FALSE,FALSE,FALSE,TRUE,"서울특",2,0
"김영춘","TWL5801D",2016,20,"더불어민주당","민주계",4,2,0,0,2.5,FALSE,FALSE,FALSE,TRUE,"서울특",2,49
"김영춘","TWL5801D",2017,20,"더불어민주당","민주계",4,4,0,0,2.75,TRUE,FALSE,FALSE,TRUE,"서울특",2,49
"김영춘","TWL5801D",2019,20,"더불어민주당","민주계",4,10,2,0.2,6.5,TRUE,FALSE,FALSE,TRUE,"서울특",2,49
"김영호","7BM2933Y",2016,20,"더불어민주당","민주계",1,2,0,0,9,FALSE,FALSE,FALSE,TRUE,"서울",2,87
"김영호","7BM2933Y",2017,20,"더불어민주당","민주계",1,6,3,0.5,6.33,TRUE,FALSE,FALSE,TRUE,"서울",2,87
"김영호","7BM2933Y",2018,20,"더불어민주당","민주계",1,9,2,0.2222,3.78,TRUE,FALSE,FALSE,TRUE,"서울",2,87
"김영호","7BM2933Y",2019,20,"더불어민주당","민주계",1,9,2,0.2222,17.44,TRUE,FALSE,FALSE,TRUE,"서울",2,87
"김영호","7BM2933Y",2020,21,"더불어민주당","민주계",2,10,2,0.2,12.8,TRUE,FALSE,FALSE,TRUE,"서울",2,64
"김영호","7BM2933Y",2021,21,"더불어민주당","민주계",2,10,8,0.8,26.8,TRUE,FALSE,FALSE,TRUE,"서울",2,64
"김영호","7BM2933Y",2022,21,"더불어민주당","민주계",2,15,7,0.4667,16.67,FALSE,FALSE,FALSE,TRUE,"서울",2,64
"김영호","7BM2933Y",2023,21,"더불어민주당","민주계",2,16,4,0.25,10.88,FALSE,FALSE,FALSE,TRUE,"서울",2,64
"김영호","7BM2933Y",2024,22,"더불어민주당","민주계",3,17,6,0.3529,11.18,FALSE,FALSE,FALSE,TRUE,"서울",2,32
"김영호","7BM2933Y",2025,22,"더불어민주당","민주계",3,15,4,0.2667,4.87,FALSE,FALSE,FALSE,TRUE,"서울",2,32
"김영환","1C04271Z",2009,18,"민주당","민주계",1,1,0,0,4,FALSE,FALSE,FALSE,FALSE,"경기",2,9
"김영환","1C04271Z",2010,18,"민주당","민주계",1,3,1,0.3333,2.33,FALSE,FALSE,FALSE,FALSE,"경기",2,9
"김영환","1C04271Z",2011,18,"민주당","민주계",1,9,2,0.2222,2.22,FALSE,FALSE,FALSE,FALSE,"경기",2,9
"김영환","1C04271Z",2012,19,"민주당","민주계",2,2,1,0.5,2.5,FALSE,FALSE,FALSE,FALSE,"경기",2,25
"김영환","1C04271Z",2013,19,"새정치민주연합","민주계",2,2,1,0.5,4,FALSE,FALSE,FALSE,FALSE,"경기",2,25
"김영환","1C04271Z",2014,19,"새정치민주연합","민주계",2,2,2,1,4,FALSE,FALSE,FALSE,FALSE,"경기",2,25
"김영환","1C04271Z",2015,19,"더불어민주당","민주계",2,1,0,0,1,FALSE,FALSE,FALSE,FALSE,"경기",2,25
"김영환","8O34202I",2024,22,"더불어민주당","민주계",5,36,9,0.25,22.22,FALSE,FALSE,FALSE,FALSE,"경기",2,20
"김영환","8O34202I",2025,22,"더불어민주당","민주계",5,23,4,0.1739,14.26,FALSE,FALSE,FALSE,FALSE,"경기",2,20
"김예지","CNZ51556",2020,21,"국민의힘","보수계",1,7,6,0.8571,12.14,FALSE,TRUE,TRUE,FALSE,"비례대",1,170
"김예지","CNZ51556",2021,21,"국민의힘","보수계",1,11,9,0.8182,6.27,FALSE,TRUE,TRUE,FALSE,"비례대",1,170
"김예지","CNZ51556",2022,21,"국민의힘","보수계",1,13,5,0.3846,3.62,TRUE,TRUE,TRUE,FALSE,"비례대",1,170
"김예지","CNZ51556",2023,21,"국민의미래","기타",1,22,12,0.5455,4.45,FALSE,TRUE,TRUE,FALSE,"비례대",1,170
"김예지","CNZ51556",2024,22,"국민의힘","보수계",2,20,12,0.6,4.1,TRUE,TRUE,TRUE,FALSE,"비례대",1,107
"김예지","CNZ51556",2025,22,"국민의힘","보수계",2,39,31,0.7949,6.05,TRUE,TRUE,TRUE,FALSE,"비례대",1,107
"김옥이","RSE18860",2008,18,"한나라당","보수계",1,1,0,0,2,TRUE,TRUE,TRUE,FALSE,"비례대",1,20
"김옥이","RSE18860",2009,18,"한나라당","보수계",1,3,0,0,1.33,TRUE,TRUE,TRUE,FALSE,"비례대",1,20
"김옥이","RSE18860",2010,18,"한나라당","보수계",1,2,1,0.5,4.5,TRUE,TRUE,TRUE,FALSE,"비례대",1,20
"김옥이","RSE18860",2011,18,"한나라당","보수계",1,2,0,0,1,TRUE,TRUE,TRUE,FALSE,"비례대",1,20
"김용갑","H2X6452Y",2005,17,"한나라당","보수계",1,1,1,1,13,FALSE,FALSE,FALSE,FALSE,"경상남",1,2
"김용갑","H2X6452Y",2006,17,"한나라당","보수계",1,1,0,0,1,FALSE,FALSE,FALSE,FALSE,"경상남",1,2
"김용갑","H2X6452Y",2007,17,"한나라당","보수계",1,1,0,0,1,FALSE,FALSE,FALSE,FALSE,"경상남",1,2
"김용구","U8D30778",2008,18,"자유선진당","기타",1,1,0,0,1,FALSE,FALSE,TRUE,FALSE,"비례대",1,12
"김용구","U8D30778",2009,18,"자유선진당","기타",1,2,0,0,1,FALSE,FALSE,TRUE,FALSE,"비례대",1,12
"김용구","U8D30778",2010,18,"자유선진당","기타",1,6,1,0.1667,3.17,FALSE,FALSE,TRUE,FALSE,"비례대",1,12
"김용구","U8D30778",2011,18,"자유선진당","기타",1,1,0,0,1,FALSE,FALSE,TRUE,FALSE,"비례대",1,12
"김용구",NA,2012,19,"자유선진당","기타",2,1,0,0,1,FALSE,FALSE,TRUE,FALSE,"비례대",1,0
"김용남","2796588I",2014,19,"새누리당","보수계",1,2,0,0,1,TRUE,FALSE,FALSE,FALSE,"경기",1,23
"김용남","2796588I",2015,19,"새누리당","보수계",1,6,2,0.3333,2.67,TRUE,FALSE,FALSE,FALSE,"경기",1,23
"김용만","NB64509Z",2024,22,"더불어민주당","민주계",NA,26,2,0.0769,22.42,FALSE,NA,NA,NA,NA,NA,45
"김용만","NB64509Z",2025,22,"더불어민주당","민주계",NA,25,0,0,19.2,FALSE,NA,NA,NA,NA,NA,45
"김용민","OFE45081",2020,21,"더불어민주당","민주계",1,8,1,0.125,11.38,TRUE,FALSE,FALSE,FALSE,"경기",1,112
"김용민","OFE45081",2021,21,"더불어민주당","민주계",1,15,7,0.4667,24.27,TRUE,FALSE,FALSE,FALSE,"경기",1,112
"김용민","OFE45081",2022,21,"더불어민주당","민주계",1,14,4,0.2857,21.57,FALSE,FALSE,FALSE,FALSE,"경기",1,112
"김용민","OFE45081",2023,21,"더불어민주당","민주계",1,15,4,0.2667,16.8,FALSE,FALSE,FALSE,FALSE,"경기",1,112
"김용민","OFE45081",2024,22,"더불어민주당","민주계",2,10,0,0,17.1,FALSE,FALSE,FALSE,FALSE,"경기",1,51
"김용민","OFE45081",2025,22,"더불어민주당","민주계",2,9,2,0.2222,16.78,FALSE,FALSE,FALSE,FALSE,"경기",1,51
"김용익","ZP141168",2012,19,"민주당","민주계",1,13,2,0.1538,2.38,FALSE,FALSE,TRUE,FALSE,"비례대",1,45
"김용익","ZP141168",2013,19,"새정치민주연합","민주계",1,24,8,0.3333,3.96,FALSE,FALSE,TRUE,FALSE,"비례대",1,45
"김용익","ZP141168",2014,19,"새정치민주연합","민주계",1,22,4,0.1818,2.86,FALSE,FALSE,TRUE,FALSE,"비례대",1,45
"김용익","ZP141168",2015,19,"더불어민주당","민주계",1,19,6,0.3158,3.58,FALSE,FALSE,TRUE,FALSE,"비례대",1,45
"김용익",NA,2016,20,"더불어민주당","민주계",2,5,1,0.2,1.2,FALSE,FALSE,TRUE,FALSE,"비례대",1,0
"김용태","AMF4093D",2010,18,"한나라당","보수계",1,4,0,0,6,TRUE,FALSE,FALSE,TRUE,"서울",3,15
"김용태","AMF4093D",2012,19,"새누리당","보수계",2,1,0,0,1,TRUE,FALSE,FALSE,TRUE,"서울",3,25
"김용태","AMF4093D",2014,19,"새누리당","보수계",2,5,3,0.6,4.2,TRUE,FALSE,FALSE,TRUE,"서울",3,25
"김용태","AMF4093D",2015,19,"새누리당","보수계",2,4,1,0.25,2,TRUE,FALSE,FALSE,TRUE,"서울",3,25
"김용태","AMF4093D",2016,20,"바른정당","기타",3,4,3,0.75,4,FALSE,FALSE,FALSE,TRUE,"서울",3,22
"김용태","AMF4093D",2017,20,"자유한국당","보수계",3,3,1,0.3333,2.33,FALSE,FALSE,FALSE,TRUE,"서울",3,22
"김용태","AMF4093D",2018,20,"자유한국당","보수계",3,10,7,0.7,3.1,FALSE,FALSE,FALSE,TRUE,"서울",3,22
"김용태","AMF4093D",2019,20,"자유한국당","보수계",3,4,3,0.75,6,FALSE,FALSE,FALSE,TRUE,"서울",3,22
"김용태","EPI69383",2024,22,"국민의힘","보수계",5,14,12,0.8571,24.07,TRUE,FALSE,FALSE,TRUE,"서울",3,51
"김용태","EPI69383",2025,22,"국민의힘","보수계",5,13,10,0.7692,15.15,TRUE,FALSE,FALSE,TRUE,"서울",3,51
"김용판","SVH3899R",2020,21,"국민의힘","보수계",1,3,2,0.6667,25.67,FALSE,FALSE,FALSE,FALSE,"대구",1,132
"김용판","SVH3899R",2021,21,"국민의힘","보수계",1,1,1,1,32,FALSE,FALSE,FALSE,FALSE,"대구",1,132
"김용판","SVH3899R",2022,21,"국민의힘","보수계",1,10,4,0.4,2.9,TRUE,FALSE,FALSE,FALSE,"대구",1,132
"김용판","SVH3899R",2023,21,"국민의힘","보수계",1,10,5,0.5,6.3,TRUE,FALSE,FALSE,FALSE,"대구",1,132
"김용판",NA,2024,22,"국민의미래","기타",2,1,0,0,1,FALSE,FALSE,FALSE,FALSE,"대구",1,0
"김우남","N3Q3468A",2004,17,"민주당","민주계",1,1,0,0,3,TRUE,FALSE,FALSE,FALSE,"제주",3,27
"김우남","N3Q3468A",2005,17,"민주당","민주계",1,1,0,0,1,TRUE,FALSE,FALSE,FALSE,"제주",3,27
"김우남","N3Q3468A",2008,18,"민주당","민주계",2,1,0,0,1,FALSE,FALSE,FALSE,FALSE,"제주",3,195
"김우남","N3Q3468A",2009,18,"민주당","민주계",2,1,1,1,2,FALSE,FALSE,FALSE,FALSE,"제주",3,195
"김우남","N3Q3468A",2010,18,"민주당","민주계",2,3,2,0.6667,3,FALSE,FALSE,FALSE,FALSE,"제주",3,195
"김우남","N3Q3468A",2011,18,"민주당","민주계",2,1,1,1,4,FALSE,FALSE,FALSE,FALSE,"제주",3,195
"김우남","N3Q3468A",2012,19,"민주통합당","기타",3,1,0,0,5,FALSE,FALSE,FALSE,FALSE,"제주",3,235
"김우남","N3Q3468A",2013,19,"민주당","민주계",3,2,1,0.5,8.5,FALSE,FALSE,FALSE,FALSE,"제주",3,235
"김우남","N3Q3468A",2014,19,"새정치민주연합","민주계",3,7,1,0.1429,3,FALSE,FALSE,FALSE,FALSE,"제주",3,235
"김우남","N3Q3468A",2015,19,"새정치민주연합","민주계",3,9,6,0.6667,2.44,FALSE,FALSE,FALSE,FALSE,"제주",3,235
"김우영","3UI95829",2024,22,"더불어민주당","민주계",NA,13,2,0.1538,16.54,FALSE,NA,NA,NA,NA,NA,23
"김우영","3UI95829",2025,22,"더불어민주당","민주계",NA,18,4,0.2222,8.67,FALSE,NA,NA,NA,NA,NA,23
"김웅","LQW3652K",2020,21,"국민의힘","보수계",1,15,8,0.5333,25.53,FALSE,FALSE,FALSE,TRUE,"서울",1,11
"김웅","LQW3652K",2021,21,"국민의힘","보수계",1,6,6,1,42.33,FALSE,FALSE,FALSE,TRUE,"서울",1,11
"김웅","LQW3652K",2022,21,"국민의힘","보수계",1,5,4,0.8,33,TRUE,FALSE,FALSE,TRUE,"서울",1,11
"김웅","LQW3652K",2023,21,"국민의힘","보수계",1,13,11,0.8462,31.77,TRUE,FALSE,FALSE,TRUE,"서울",1,11
"김원웅","OKR39415",2006,17,"국민중심당","민주계",1,1,0,0,1,TRUE,FALSE,FALSE,FALSE,"대전광",1,11
"김원웅","OKR39415",2007,17,"국민중심당","민주계",1,1,1,1,7,TRUE,FALSE,FALSE,FALSE,"대전광",1,11
"김원이","4L695580",2020,21,"더불어민주당","민주계",1,6,2,0.3333,17.17,TRUE,FALSE,FALSE,FALSE,"전남",1,100
"김원이","4L695580",2021,21,"더불어민주당","민주계",1,21,6,0.2857,20.38,TRUE,FALSE,FALSE,FALSE,"전남",1,100
"김원이","4L695580",2022,21,"더불어민주당","민주계",1,16,6,0.375,25.19,FALSE,FALSE,FALSE,FALSE,"전남",1,100
"김원이","4L695580",2023,21,"더불어민주당","민주계",1,19,11,0.5789,19.79,FALSE,FALSE,FALSE,FALSE,"전남",1,100
"김원이","4L695580",2024,22,"더불어민주당","민주계",2,18,3,0.1667,22.78,FALSE,FALSE,FALSE,FALSE,"전남",1,72
"김원이","4L695580",2025,22,"더불어민주당","민주계",2,27,6,0.2222,15.56,FALSE,FALSE,FALSE,FALSE,"전남",1,72
"김위상","LCZ1711I",2024,22,"국민의힘","보수계",NA,9,8,0.8889,11.22,TRUE,NA,NA,NA,NA,NA,106
"김위상","LCZ1711I",2025,22,"국민의힘","보수계",NA,12,5,0.4167,8.75,TRUE,NA,NA,NA,NA,NA,106
"김유정","QNI3781H",2009,18,"민주당","민주계",1,1,0,0,1,FALSE,TRUE,TRUE,FALSE,"비례대",1,23
"김유정","QNI3781H",2011,18,"민주당","민주계",1,4,0,0,2.25,FALSE,TRUE,TRUE,FALSE,"비례대",1,23
"김윤","5N65159P",2024,22,"더불어민주당","민주계",NA,51,6,0.1176,13.27,FALSE,NA,NA,NA,NA,NA,57
"김윤","5N65159P",2025,22,"더불어민주당","민주계",NA,71,11,0.1549,10.65,FALSE,NA,NA,NA,NA,NA,57
"김윤덕","JZY9937U",2012,19,"민주당","민주계",1,7,1,0.1429,1.57,FALSE,FALSE,FALSE,FALSE,"전북",2,63
"김윤덕","JZY9937U",2013,19,"새정치민주연합","민주계",1,13,1,0.0769,2.85,FALSE,FALSE,FALSE,FALSE,"전북",2,63
"김윤덕","JZY9937U",2014,19,"새정치민주연합","민주계",1,8,1,0.125,2.12,FALSE,FALSE,FALSE,FALSE,"전북",2,63
"김윤덕","JZY9937U",2015,19,"더불어민주당","민주계",1,4,1,0.25,12.75,FALSE,FALSE,FALSE,FALSE,"전북",2,63
"김윤덕","JZY9937U",2020,21,"더불어민주당","민주계",3,7,3,0.4286,22.57,TRUE,FALSE,FALSE,FALSE,"전북",2,78
"김윤덕","JZY9937U",2021,21,"더불어민주당","민주계",3,13,8,0.6154,31.31,TRUE,FALSE,FALSE,FALSE,"전북",2,78
"김윤덕","JZY9937U",2022,21,"더불어민주당","민주계",3,10,6,0.6,23.9,FALSE,FALSE,FALSE,FALSE,"전북",2,78
"김윤덕","JZY9937U",2023,21,"더불어민주당","민주계",3,29,19,0.6552,22.59,FALSE,FALSE,FALSE,FALSE,"전북",2,78
"김윤덕","JZY9937U",2024,22,"더불어민주당","민주계",4,14,2,0.1429,27.43,FALSE,FALSE,FALSE,FALSE,"전북",2,23
"김윤덕","JZY9937U",2025,22,"더불어민주당","민주계",4,20,2,0.1,13.75,FALSE,FALSE,FALSE,FALSE,"전북",2,23
"김은혜","L5P27909",2020,21,"미래통합당","기타",1,2,1,0.5,2,FALSE,TRUE,FALSE,FALSE,"경기",1,21
"김은혜","L5P27909",2024,22,"국민의힘","보수계",2,3,1,0.3333,8.33,TRUE,TRUE,FALSE,FALSE,"경기",1,32
"김은혜","L5P27909",2025,22,"국민의힘","보수계",2,6,4,0.6667,10.33,TRUE,TRUE,FALSE,FALSE,"경기",1,32
"김을동","3538970J",2008,18,"미래희망연대","기타",1,3,1,0.3333,7.33,FALSE,TRUE,TRUE,FALSE,"비례대",2,42
"김을동","3538970J",2009,18,"미래희망연대","기타",1,4,2,0.5,6.75,FALSE,TRUE,TRUE,FALSE,"비례대",2,42
"김을동","3538970J",2010,18,"미래희망연대","기타",1,12,0,0,2.17,FALSE,TRUE,TRUE,FALSE,"비례대",2,42
"김을동","3538970J",2011,18,"미래희망연대","기타",1,8,1,0.125,1.5,FALSE,TRUE,TRUE,FALSE,"비례대",2,42
"김을동","3538970J",2012,19,"새누리당","보수계",2,3,0,0,1.67,TRUE,TRUE,TRUE,FALSE,"비례대",2,36
"김을동","3538970J",2013,19,"새누리당","보수계",2,5,2,0.4,2.6,TRUE,TRUE,TRUE,FALSE,"비례대",2,36
"김을동","3538970J",2014,19,"새누리당","보수계",2,5,2,0.4,4,TRUE,TRUE,TRUE,FALSE,"비례대",2,36
"김을동","3538970J",2015,19,"새누리당","보수계",2,2,0,0,1,TRUE,TRUE,TRUE,FALSE,"비례대",2,36
"김의겸","FIC9046Z",2021,21,"열린민주당","기타",1,3,0,0,5,FALSE,FALSE,TRUE,FALSE,"비례대",1,24
"김의겸","FIC9046Z",2022,21,"더불어민주당","민주계",1,6,1,0.1667,22.83,FALSE,FALSE,TRUE,FALSE,"비례대",1,24
"김의겸","FIC9046Z",2023,21,"더불어민주당","민주계",1,6,1,0.1667,6.5,FALSE,FALSE,TRUE,FALSE,"비례대",1,24
"김장겸","X7E7893P",2024,22,"국민의힘","보수계",NA,9,3,0.3333,9.89,TRUE,NA,NA,NA,NA,NA,34
"김장겸","X7E7893P",2025,22,"국민의힘","보수계",NA,6,1,0.1667,9.5,TRUE,NA,NA,NA,NA,NA,34
"김장실","CHN4172Q",2012,19,"새누리당","보수계",1,3,0,0,1.67,TRUE,FALSE,TRUE,FALSE,"비례대",1,38
"김장실","CHN4172Q",2013,19,"새누리당","보수계",1,10,0,0,1.1,TRUE,FALSE,TRUE,FALSE,"비례대",1,38
"김장실","CHN4172Q",2014,19,"새누리당","보수계",1,12,2,0.1667,1.5,TRUE,FALSE,TRUE,FALSE,"비례대",1,38
"김장실","CHN4172Q",2015,19,"새누리당","보수계",1,1,1,1,4,TRUE,FALSE,TRUE,FALSE,"비례대",1,38
"김장실",NA,2016,20,"새누리당","보수계",2,1,0,0,1,TRUE,FALSE,TRUE,FALSE,"비례대",1,0
"김재경","M3Z17237",2005,17,"한나라당","보수계",1,2,0,0,2,FALSE,FALSE,FALSE,FALSE,"경남",4,11
"김재경","M3Z17237",2006,17,"한나라당","보수계",1,1,0,0,1,FALSE,FALSE,FALSE,FALSE,"경남",4,11
"김재경","M3Z17237",2007,17,"한나라당","보수계",1,1,0,0,1,FALSE,FALSE,FALSE,FALSE,"경남",4,11
"김재경","M3Z17237",2008,18,"한나라당","보수계",2,3,0,0,1,TRUE,FALSE,FALSE,FALSE,"경남",4,26
"김재경","M3Z17237",2009,18,"한나라당","보수계",2,4,0,0,2,TRUE,FALSE,FALSE,FALSE,"경남",4,26
"김재경","M3Z17237",2010,18,"한나라당","보수계",2,3,0,0,1.33,TRUE,FALSE,FALSE,FALSE,"경남",4,26
"김재경","M3Z17237",2011,18,"한나라당","보수계",2,3,0,0,1.33,TRUE,FALSE,FALSE,FALSE,"경남",4,26
"김재경","M3Z17237",2012,19,"새누리당","보수계",3,3,0,0,1,TRUE,FALSE,FALSE,FALSE,"경남",4,24
"김재경","M3Z17237",2013,19,"새누리당","보수계",3,2,0,0,1,TRUE,FALSE,FALSE,FALSE,"경남",4,24
"김재경","M3Z17237",2014,19,"새누리당","보수계",3,5,2,0.4,2,TRUE,FALSE,FALSE,FALSE,"경남",4,24
"김재경","M3Z17237",2015,19,"새누리당","보수계",3,1,0,0,1,TRUE,FALSE,FALSE,FALSE,"경남",4,24
"김재경","M3Z17237",2017,20,"바른정당","기타",4,1,1,1,5,FALSE,FALSE,FALSE,FALSE,"경남",4,27
"김재경","M3Z17237",2018,20,"자유한국당","보수계",4,5,0,0,1.6,FALSE,FALSE,FALSE,FALSE,"경남",4,27
"김재경","M3Z17237",2019,20,"미래통합당","기타",4,7,0,0,12.43,FALSE,FALSE,FALSE,FALSE,"경남",4,27
"김재균","IKQ8876M",2008,18,"민주당","민주계",1,1,0,0,1,FALSE,FALSE,FALSE,FALSE,"광주",1,68
"김재균","IKQ8876M",2009,18,"민주당","민주계",1,2,0,0,1,FALSE,FALSE,FALSE,FALSE,"광주",1,68
"김재균","IKQ8876M",2010,18,"민주당","민주계",1,3,2,0.6667,3.67,FALSE,FALSE,FALSE,FALSE,"광주",1,68
"김재균","IKQ8876M",2011,18,"민주당","민주계",1,5,3,0.6,3.4,FALSE,FALSE,FALSE,FALSE,"광주",1,68
"김재섭","57B28032",2024,22,"국민의힘","보수계",NA,8,2,0.25,2.5,TRUE,NA,NA,NA,NA,NA,27
"김재섭","57B28032",2025,22,"국민의힘","보수계",NA,4,1,0.25,1.5,TRUE,NA,NA,NA,NA,NA,27
"김재연","S7O71101",2012,19,"통합진보당","기타",1,7,0,0,1,FALSE,TRUE,TRUE,FALSE,"비례대",1,12
"김재연","S7O71101",2013,19,"통합진보당","기타",1,5,0,0,1.8,FALSE,TRUE,TRUE,FALSE,"비례대",1,12
"김재연","S7O71101",2014,19,"통합진보당","기타",1,4,1,0.25,1.75,FALSE,TRUE,TRUE,FALSE,"비례대",1,12
"김재연",NA,2025,22,"통합진보당","기타",4,1,0,0,43,FALSE,TRUE,TRUE,FALSE,"비례대",1,0
"김재원","QZU9232M",2005,17,"한나라당","보수계",1,2,0,0,1,FALSE,FALSE,FALSE,FALSE,"경북",3,17
"김재원","QZU9232M",2012,19,"새누리당","보수계",3,2,0,0,1,TRUE,FALSE,FALSE,FALSE,"경북",3,49
"김재원","QZU9232M",2013,19,"새누리당","보수계",3,9,0,0,1,TRUE,FALSE,FALSE,FALSE,"경북",3,49
"김재원","QZU9232M",2014,19,"새누리당","보수계",3,5,0,0,1,TRUE,FALSE,FALSE,FALSE,"경북",3,49
"김재원","QZU9232M",2015,19,"새누리당","보수계",3,3,1,0.3333,4.33,TRUE,FALSE,FALSE,FALSE,"경북",3,49
