"member_id","assembly","name","name_hanja","name_eng","party","party_elected","district","district_type","committees","gender","birth_date","seniority","n_bills","n_bills_lead"
"PEP6922S",21,"박용진","朴用鎭","PARK YONGJIN","더불어민주당","더불어민주당","서울 강북구을","constituency","","M",1971-04-17,2,715,82
"QUO78839",21,"박재호","朴在昊","PARK JAEHO","더불어민주당","더불어민주당","부산 남구을","constituency","","M",1959-02-13,2,790,93
"4019850M",21,"박정","朴釘","PARK JEUNG","더불어민주당","더불어민주당","경기 파주시을","constituency","기후에너지환경노동위원회","M",1962-11-19,3,1453,83
"6RD62559",21,"박정하","朴正河","PARK JEONGHA","국민의힘","국민의힘","강원 원주시갑","constituency","문화체육관광위원회","M",1966-09-26,2,342,18
"6AU2417B",21,"박주민","朴柱民","PARK JUMIN","더불어민주당","더불어민주당","서울 은평구갑","constituency","보건복지위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회","M",1973-11-21,3,496,141
"QKO6165V",21,"박진","朴振","PARK JIN","국민의힘","미래통합당","서울 강남구을","constituency","","M",1956-09-16,4,480,30
"BT62420K",21,"박찬대","朴贊大","PARK CHANDAE","더불어민주당","더불어민주당","인천 연수구갑","constituency","정무위원회","M",1967-05-10,3,788,48
"6U243644",21,"박형수","朴亨修","PARK HYEUNGSOO","국민의힘","미래통합당","경북 영주시영양군봉화군울진군","constituency","예산결산특별위원회, 기후에너지환경노동위원회","M",1965-10-20,2,370,40
"S824682L",21,"박홍근","朴洪根","PARK HONGKEUN","더불어민주당","더불어민주당","서울 중랑구을","constituency","재정경제기획위원회","M",1969-10-08,4,1371,88
"QQP4727N",21,"배준영","裵俊英","BAE JUNEYOUNG","국민의힘","미래통합당","인천 중구강화군옹진군","constituency","국토교통위원회, 예산결산특별위원회, 감사원장(김호철) 임명동의에 관한 인사청문특별위원회, 정치개혁특별위원회","M",1970-10-21,2,794,71
"A2V51235",21,"배진교","裵晋敎","BAE JINGYO","정의당","정의당","비례대표","proportional","","M",1968-08-26,1,629,38
"4X525582",21,"배현진","裵賢鎭","BAE HYUNJIN","국민의힘","미래통합당","서울 송파구을","constituency","외교통일위원회","F",1983-11-06,2,368,40
"CAA7713A",21,"백종헌","白宗憲","BAEK JONGHEAN","국민의힘","미래통합당","부산 금정구","constituency","보건복지위원회","M",1962-12-23,2,1397,53
"HSS7466Y",21,"백혜련","白惠蓮","BACK HYERYUN","더불어민주당","더불어민주당","경기 수원시을","constituency","보건복지위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회","F",1967-02-17,3,676,136
"MO52543L",21,"변재일","卞在一","BYUN JAEILL","더불어민주당","더불어민주당","충북 청주시청원구","constituency","","M",1948-09-02,5,535,47
"0PK7354M",21,"서동용","徐東榕","SEO DONGYONG","더불어민주당","더불어민주당","전남 순천시광양시곡성군구례군을","constituency","","M",1964-09-02,1,1197,86
"L7J93733",21,"서범수","徐範洙","SUH BUMSOO","국민의힘","미래통합당","울산 울주군","constituency","기후위기 특별위원회, 행정안전위원회, 예산결산특별위원회, 성평등가족위원회","M",1963-09-17,2,706,66
"CT85313K",21,"서병수","徐秉洙","SUH BYUNGSOO","국민의힘","미래통합당","부산 진구갑","constituency","","M",1952-01-09,5,941,65
"FOK3459D",21,"서삼석","徐參錫","SEO SAMSEOK","더불어민주당","더불어민주당","전남 영암군무안군신안군","constituency","농림축산식품해양수산위원회","M",1959-08-03,3,1063,113
"TKJ4800F",21,"서영교","徐瑛敎","SEO YOUNGKYO","더불어민주당","더불어민주당","서울 중랑구갑","constituency","법제사법위원회, 성평등가족위원회","F",1964-11-11,4,1494,170
"XR24352K",21,"서영석","徐暎錫","SEO YOUNGSEOK","더불어민주당","더불어민주당","경기 부천시정","constituency","보건복지위원회","M",1964-09-16,2,1345,85
"MR210505",21,"서일준","徐一俊","SEO ILJUN","국민의힘","미래통합당","경남 거제시","constituency","산업통상자원중소벤처기업위원회, 정치개혁특별위원회","M",1965-05-10,2,1512,120
"WFU14784",21,"서정숙","徐正淑","SUH JUNGSOOK","국민의힘","미래한국당","비례대표","proportional","","F",1953-02-18,1,587,48
"OW53107J",21,"설훈","薛勳","SUL HOON","더불어민주당","더불어민주당","경기 부천시을","constituency","","M",1953-04-23,5,494,57
"7XY7109I",21,"성일종","成一鍾","SUNG ILJONG","국민의힘","미래통합당","충남 서산시태안군","constituency","국방위원회","M",1963-03-19,3,1401,87
"17M85910",21,"소병철","蘇秉哲","SO BYUNGCHUL","더불어민주당","더불어민주당","전남 순천시광양시곡성군구례군갑","constituency","","M",1958-02-15,1,570,99
"ZDR63255",21,"소병훈","蘇秉勳","SO BYUNGHOON","더불어민주당","더불어민주당","경기 광주시갑","constituency","보건복지위원회","M",1954-06-03,3,1022,108
"RD42006Y",21,"송갑석","宋甲錫","SONG GABSEOK","더불어민주당","더불어민주당","광주 서구갑","constituency","","M",1966-10-10,2,1787,99
"SQ36001H",21,"송기헌","宋基憲","SONG KIHUN","더불어민주당","더불어민주당","강원 원주시을","constituency","국토교통위원회, 예산결산특별위원회, 감사원장(김호철) 임명동의에 관한 인사청문특별위원회, 정치개혁특별위원회","M",1963-10-02,3,480,85
"CNW5754J",21,"송석준","宋錫俊","SONG SEOGJUN","국민의힘","미래통합당","경기 이천시","constituency","법제사법위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회","M",1964-03-10,3,643,61
"6EN68926",21,"송언석","宋彦錫","SONG EONSEOG","국민의힘","미래통합당","경북 김천시","constituency","정보위원회, 국회운영위원회, 외교통일위원회","M",1963-05-16,3,821,88
"PAO22428",21,"송영길","宋永吉","SONG YOUNGGIL","더불어민주당","더불어민주당","인천 계양구을","constituency","","M",1963-03-21,5,541,16
"3249208I",21,"송옥주","宋玉珠","SONG OKJOO","더불어민주당","더불어민주당","경기 화성시갑","constituency","농림축산식품해양수산위원회","F",1965-12-20,3,1434,158
"LM13674V",21,"송재호","宋在祜","SONG JAEHO","더불어민주당","더불어민주당","제주 제주시갑","constituency","","M",1960-12-20,1,1342,122
"G1570880",21,"신동근","申東根",NA,"더불어민주당","더불어민주당","인천 서구을","constituency","","M",1961-12-22,2,930,69
"AFH96856",21,"신영대","申榮大","SHIN YEONGDAE","더불어민주당","더불어민주당","전북 군산시","constituency","국토교통위원회, 기획재정위원회, 예산결산특별위원회","M",1968-01-15,2,746,93
"SRP7336N",21,"신원식","申源湜",NA,"국민의힘","미래한국당","비례대표","proportional","","M",1958-07-24,1,525,26
"M7O7878U",21,"신정훈","辛正勳","SHIN JEONGHOON","더불어민주당","더불어민주당","전남 나주시화순군","constituency","행정안전위원회","M",1964-12-06,3,2394,84
"F5Y4026Q",21,"신현영","申賢榮","SHIN HYUNYOUNG","더불어민주당","더불어시민당","비례대표","proportional","","F",1980-11-17,1,562,111
"SU53086M",21,"심상정","沈相정","SIM SANGJEUNG","정의당","정의당","경기 고양시갑","constituency","","F",1959-02-20,4,652,63
"TST4507I",21,"안규백","安圭伯","AHN GYUBACK","더불어민주당","더불어민주당","서울 동대문구갑","constituency","윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 재정경제기획위원회","M",1961-04-29,5,1011,68
"ZA54991S",21,"안민석","安敏錫","AN MINSUK","더불어민주당","더불어민주당","경기 오산시","constituency","","M",1966-08-13,5,932,73
"6MO8786S",21,"안병길","安炳吉","AN BYUNGGIL","국민의힘","미래통합당","부산 서구동구","constituency","","M",1962-02-02,1,987,123
"YOG1280B",21,"안철수","安哲秀","AHN CHEOLSOO","국민의힘","국민의힘","경기 성남시분당구갑","constituency","외교통일위원회","M",1962-01-22,4,186,13
"XEF29171",21,"안호영","安浩永","AN HOYOUNG","더불어민주당","더불어민주당","전북 완주군진안군무주군장수군","constituency","기후에너지환경노동위원회","M",1965-10-11,3,1103,83
"DV77269P",21,"양경규","梁暻圭","YANG KYUNG KYOO","녹색정의당","정의당","비례대표","proportional","","M",1959-07-09,1,24,6
"9V18755A",21,"양경숙","梁敬淑","YANG KYUNGSOOK","더불어민주당","더불어시민당","비례대표","proportional","","F",1962-09-06,1,1249,110
"VG24001G",21,"양금희","梁琴喜","YANG KUMHEE","국민의힘","미래통합당","대구 북구갑","constituency","","F",1961-11-15,1,1254,77
"KUO3574J",21,"양기대","梁基大","YANG KIDAE","더불어민주당","더불어민주당","경기 광명시을","constituency","","M",1962-10-12,1,841,52
"7O71647Z",21,"양이원영","梁李媛瑛","YANG YIWONYOUNG","더불어민주당","더불어시민당","비례대표","proportional","","F",1971-05-14,1,1035,59
"PZA4062H",21,"양정숙","梁貞淑","YANG JUNGSUK","무소속","무소속","비례대표","proportional","","F",1965-03-12,1,2948,163
"WHV3448W",21,"양향자","梁香子","YANG HYANGJA","무소속","더불어민주당","광주 서구을","constituency","","F",1967-04-04,1,832,46
"8FB1535Y",21,"어기구","魚基龜","EOH KIYKU","더불어민주당","더불어민주당","충남 당진시","constituency","농림축산식품해양수산위원회","M",1963-01-10,3,819,81
"8348421R",21,"엄태영","嚴泰永","EOM TAEYOUNG","국민의힘","미래통합당","충북 제천시단양군","constituency","국토교통위원회","M",1958-01-22,2,868,59
"OIA3741M",21,"오기형","吳奇炯","OH GIHYOUNG","더불어민주당","더불어민주당","서울 도봉구을","constituency","연금개혁 특별위원회, 재정경제기획위원회","M",1966-11-25,2,245,23
"MY318392",21,"오영환","吳永煥",NA,"더불어민주당","더불어민주당","경기 의정부시갑","constituency","","M",1988-02-10,1,3022,66
"21N57758",21,"오영훈","吳怜勳","OH YOUNGHUN","더불어민주당","더불어민주당","제주 제주시을","constituency","","M",1968-12-14,2,399,41
"GE71932C",21,"용혜인","龍慧仁","YONG HYEIN","기본소득당","기본소득당","비례대표","proportional","행정안전위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회","F",1990-04-12,2,782,37
"V0O5343U",21,"우상호","禹相虎","WOO SANGHO","더불어민주당","더불어민주당","서울 서대문구갑","constituency","","M",1962-12-12,4,155,32
"F0I5053J",21,"우신구","禹信九","WOO SHINKU","국민의힘","국민의힘","비례대표","proportional","","M",1950-10-01,1,38,4
"XBT9550Q",21,"우원식","禹元植","WOO WONSHIK","더불어민주당","더불어민주당","서울 노원구을","constituency","","M",1957-09-18,5,792,70
"RQQ3807K",21,"위성곤","魏聖坤","WI SEONGGON","더불어민주당","더불어민주당","제주 서귀포시","constituency","행정안전위원회, 기후위기 특별위원회","M",1968-01-20,3,1649,125
"9L57027L",21,"유경준","兪京濬","YOO GYEONGJOON","국민의힘","미래통합당","서울 강남구병","constituency","","M",1961-06-17,1,975,67
"8FC9697X",21,"유기홍","柳基洪","YOO KIHONG","더불어민주당","더불어민주당","서울 관악구갑","constituency","","M",1958-06-11,3,407,56
"GX38539O",21,"유동수","柳東秀","YOO DONGSOO","더불어민주당","더불어민주당","인천 계양구갑","constituency","정무위원회","M",1961-09-18,3,763,63
"MU69217P",21,"유상범","劉相凡","YOO SANGBUM","국민의힘","미래통합당","강원 홍천군횡성군영월군평창군","constituency","순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 국회운영위원회, 재정경제기획위원회","M",1966-06-04,2,534,31
"MRK4871S",21,"유의동","兪義東","YU EUIDONG","국민의힘","미래통합당","경기 평택시을","constituency","","M",1971-06-23,3,535,59
"0WL9321T",21,"유정주","兪訂炷","YOO JUNGJU","더불어민주당","더불어시민당","비례대표","proportional","","F",1975-12-13,1,1765,60
"GP07421U",21,"윤건영","尹建永","YOUN KUNYOUNG","더불어민주당","더불어민주당","서울 구로구을","constituency","행정안전위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 정보위원회, 정치개혁특별위원회","M",1969-09-26,2,648,30
"JMY9959W",21,"윤관석","尹官石","YOUN KWANSUK","더불어민주당","더불어민주당","인천 남동구을","constituency","","M",1960-08-17,3,707,34
"7JC3239L",21,"윤두현","尹斗鉉","YOON DOOHYUN","국민의힘","미래통합당","경북 경산시","constituency","","M",1961-05-12,1,797,52
"KNM3215T",21,"윤미향","尹美香","YOUN MEEHYANG","무소속","더불어시민당","비례대표","proportional","","F",1965-02-10,1,1445,115
"MSY7784L",21,"윤상현","尹相現","YOON SANGHYUN","국민의힘","국민의힘","인천 동구미추홀구을","constituency","기후에너지환경노동위원회","M",1962-12-01,5,388,56
"KFS1358P",21,"윤영덕","尹永德","YOON YOUNGDEOK","더불어민주당","더불어민주당","광주 동구남구갑","constituency","","M",1969-09-07,1,1323,70
"9VR65006",21,"윤영석","尹永碩","YOON YOUNGSEOK","국민의힘","미래통합당","경남 양산시갑","constituency","연금개혁 특별위원회, 재정경제기획위원회","M",1964-10-07,4,626,56
"XWX1513T",21,"윤영찬","尹永燦","YOON YOUNGCHAN","더불어민주당","더불어민주당","경기 성남시중원구","constituency","","M",1964-08-05,1,526,39
"SE233396",21,"윤재갑","尹才鉀","YOON JAEKAB","더불어민주당","더불어민주당","전남 해남군완도군진도군","constituency","","M",1955-02-10,1,1619,112
"ZRF3039U",21,"윤재옥","尹在玉","YUN JAEOK","국민의힘","미래통합당","대구 달서구을","constituency","국토교통위원회","M",1961-09-10,4,396,78
"ZDP5704Q",21,"윤주경","尹柱卿","YUN JUKEYNG","국민의힘","미래한국당","비례대표","proportional","","F",1959-05-03,1,502,53
"JC14718Q",21,"윤준병","尹準炳","YOON JOONBYEONG","더불어민주당","더불어민주당","전북 정읍시고창군","constituency","농림축산식품해양수산위원회, 정치개혁특별위원회","M",1961-03-03,2,2197,281
"40E3739H",21,"윤창현","尹暢賢","YUN CHANGHYUN","국민의힘","미래한국당","비례대표","proportional","","M",1960-07-28,1,1222,81
"8X15119P",21,"윤한홍","尹漢洪","YOON HANHONG","국민의힘","미래통합당","경남 창원시마산회원구","constituency","정무위원회","M",1962-11-01,3,659,40
"M0A1658U",21,"윤호중","尹昊重","YUN HOJUNG","더불어민주당","더불어민주당","경기 구리시","constituency","보건복지위원회","M",1963-03-27,5,287,35
"O7R5461J",21,"윤후덕","尹厚德","YOON HUDUK","더불어민주당","더불어민주당","경기 파주시갑","constituency","외교통일위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 예산결산특별위원회","M",1957-01-09,4,1114,83
"IUL4848V",21,"윤희숙","尹喜淑","YUN HEESUK","국민의힘","미래통합당","서울 서초구갑","constituency","","F",1970-02-07,1,123,8
"I7R13867",21,"이개호","李介昊","LEE KAIHO","더불어민주당","더불어민주당","전남 담양군함평군영광군장성군","constituency","보건복지위원회","M",1959-06-23,4,1023,73
"4A067125",21,"이광재","李光宰","LEE KWANGJAE","더불어민주당","더불어민주당","강원 원주시갑","constituency","","M",1965-02-28,3,503,27
"AE685067",21,"이규민","李圭閔","LEE KYUMIN","더불어민주당","더불어민주당","경기 안성시","constituency","","M",1968-05-10,1,1234,39
"0767470D",21,"이낙연","李洛淵","LEE NAKYON","더불어민주당","더불어민주당","서울 종로구","constituency","","M",1952-12-20,5,83,10
"QUM8288K",21,"이달곤","李達坤","LEE DALGON","국민의힘","미래통합당","경남 창원시진해구","constituency","","M",1953-09-11,2,420,45
"RO593601",21,"이동주","李東洲","LEE DONGJU","더불어민주당","더불어시민당","비례대표","proportional","","M",1972-09-04,1,1468,81
"OSV9142K",21,"이만희","李晩熙","LEE MANHEE","국민의힘","미래통합당","경북 영천시청도군","constituency","2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 산불피해지원대책 특별위원회, 농림축산식품해양수산위원회","M",1963-12-11,3,427,73
"6YT83269",21,"이명수","李明洙","LEE MYOUNGSU","국민의힘","미래통합당","충남 아산시갑","constituency","","M",1955-02-11,4,1510,104
"HKJ99607",21,"이병훈","李炳勳","LEE BYUNGHOON","더불어민주당","더불어민주당","광주 동구남구을","constituency","","M",1957-03-18,1,1696,139
"ZYH1940A",21,"이상민","李相珉","LEE SANGMIN","더불어민주당","더불어민주당","대전 유성구을","constituency","","M",1958-01-22,5,240,32
"CFE3998F",21,"이상직","李相稷","LEE SANGJIK","더불어민주당","더불어민주당","전북 전주시을","constituency","","M",1963-01-30,2,285,5
"WVU2479T",21,"이상헌","李相憲","LEE SANGHEON","더불어민주당","더불어민주당","울산 북구","constituency","","M",1954-07-10,2,1483,108
"8KF7223D",21,"이성만","李成萬","LEE SUNGMAN","더불어민주당","더불어민주당","인천 부평구갑","constituency","","M",1961-11-04,1,1650,93
"WTR5885Y",21,"이소영","李素永","LEE SOYOUNG","더불어민주당","더불어민주당","경기 의왕시과천시","constituency","기후위기 특별위원회, 예산결산특별위원회, 재정경제기획위원회","F",1985-02-10,2,495,51
"0R68099X",21,"이수진","李壽珍","LEE SOOJIN","더불어민주당","더불어시민당","비례대표","proportional","보건복지위원회, 예산결산특별위원회, 연금개혁 특별위원회","F",1969-05-14,2,1932,137
"D4L60530",21,"이수진","李秀眞","LEE SUJIN","더불어민주당","더불어민주당","서울 동작구을","constituency","","F",1969-11-03,1,1341,92
"S9U45255",21,"이양수","李亮壽","LEE YANGSOO","국민의힘","미래통합당","강원 속초시인제군고성군양양군","constituency","정무위원회, 12.29 여객기 참사 진상규명을 위한 국정조사특별위원회","M",1967-08-15,3,500,48
"1X376850",21,"이영","李永","LEE YOUNG","국민의힘","미래한국당","비례대표","proportional","","F",1969-06-06,1,425,39
"5UN9725L",21,"이용","李鏞","LEE YONG","국민의힘","미래한국당","비례대표","proportional","","M",1978-06-23,1,968,66
"GKD32201",21,"이용빈","李龍彬","LEE YONGBIN","더불어민주당","더불어민주당","광주 광산구갑","constituency","","M",1964-12-15,1,2581,88
"9JF4562W",21,"이용선","李庸瑄","LEE YONGSUN","더불어민주당","더불어민주당","서울 양천구을","constituency","외교통일위원회","M",1958-02-12,2,877,59
"G7512472",21,"이용우","李龍雨","LEE YONGWOO","더불어민주당","더불어민주당","경기 고양시정","constituency","","M",1964-02-01,1,983,138
"DBA1057Z",21,"이용호","李容鎬","LEE YONGHO","무소속","무소속","전북 남원시임실군순창군","constituency","","M",1960-03-20,2,565,82
"16D7652C",21,"이원욱","李元旭","LEE WONWOOK","더불어민주당","더불어민주당","경기 화성시을","constituency","","M",1963-03-20,3,1026,83
"DAV7257X",21,"이원택","李源澤","LEE WONTAEG","더불어민주당","더불어민주당","전북 김제시부안군","constituency","농림축산식품해양수산위원회, 산불피해지원대책 특별위원회","M",1970-01-25,2,969,91
"W1Q6753M",21,"이은주","李恩周","LEE EUNJU","정의당","정의당","비례대표","proportional","","F",1969-09-02,1,669,71
"DWK26447",21,"이인선","李仁善","LEE INSEON","국민의힘","국민의힘","대구 수성구을","constituency","2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 성평등가족위원회, 재정경제기획위원회","F",1959-05-02,2,536,21
"3ZR4438W",21,"이인영","李仁榮","LEE INYOUNG","더불어민주당","더불어민주당","서울 구로구갑","constituency","정무위원회, 정보위원회","M",1964-06-28,5,285,44
"SZ51175J",21,"이자스민","李자스민","LEE JASMINE","녹색정의당","정의당","비례대표","proportional","","F",1977-01-06,2,20,5
"7I09543O",21,"이장섭","李將燮","LEE JANGSUB","더불어민주당","더불어민주당","충북 청주시서원구","constituency","","M",1963-05-14,1,907,64
"IUD9392R",21,"이재명","李在明","LEE JAEMYUNG","더불어민주당","더불어민주당","인천 계양구을","constituency","외교통일위원회","M",1964-12-22,2,22,6
"UQ282145",21,"이재정","李在汀","LEE JAE JUNG","더불어민주당","더불어민주당","경기 안양시동안구을","constituency","외교통일위원회","F",1974-08-02,3,397,55
"O0I2045I",21,"이정문","李楨文","LEE JUNGMUN","더불어민주당","더불어민주당","충남 천안시병","constituency","정무위원회","M",1973-01-05,2,1353,119
"HSW1214Q",21,"이종배","李鍾培","LEE JONGBAE","국민의힘","미래통합당","충북 충주시","constituency","예산결산특별위원회, 기후에너지환경노동위원회","M",1957-05-30,4,1293,149
"FDC3144T",21,"이종성","李鍾成","LEE JONGSEONG","국민의힘","미래한국당","비례대표","proportional","","M",1970-02-17,1,1688,211
"3RW63706",21,"이주환","李周桓","LEE JOOHWAN","국민의힘","미래통합당","부산 연제구","constituency","","M",1967-08-20,1,1422,148
"WDS6044S",21,"이채익","李埰益","LEE CHEIK","국민의힘","미래통합당","울산 남구갑","constituency","","M",1955-05-27,3,933,70
"TZP9391O",21,"이철규","李喆圭","LEE CHULGYU","국민의힘","미래통합당","강원 동해시태백시삼척시정선군","constituency","산업통상자원중소벤처기업위원회","M",1957-09-20,3,584,50
"9S151177",21,"이탄희","李誕熙","LEE TAHNEY","더불어민주당","더불어민주당","경기 용인시정","constituency","","M",1978-11-03,1,773,65
"QTW6852F",21,"이태규","李泰珪","LEE TAEKYU","국민의힘","국민의당","비례대표","proportional","","M",1964-03-22,2,546,72
"K5F2023J",21,"이학영","李學永","LEE HACKYOUNG","더불어민주당","더불어민주당","경기 군포시","constituency","기후에너지환경노동위원회","M",1952-04-16,4,1284,89
"CCU1009B",21,"이해식","李海植","LEE HAESIK","더불어민주당","더불어민주당","서울 강동구을","constituency","행정안전위원회, 정치개혁특별위원회","M",1963-11-13,2,963,116
"EVH1507C",21,"이헌승","李憲昇","LEE HUNSEUNG","국민의힘","미래통합당","부산 부산진구을","constituency","정무위원회, 기후위기 특별위원회","M",1963-05-11,4,972,91
"IOW8224X",21,"이형석","李炯錫","LEE HYUNGSEOK","더불어민주당","더불어민주당","광주 북구을","constituency","","M",1961-10-05,1,1218,75
"UM51067K",21,"인재근","印在謹","IN JAEKEUN","더불어민주당","더불어민주당","서울 도봉구갑","constituency","","F",1953-11-11,3,1351,80
"NLR6572J",21,"임병헌","林炳憲","LIM BYUNGHEON","국민의힘","무소속","대구 중구남구","constituency","","M",1953-10-10,1,397,27
"4T026790",21,"임오경","林五卿","LIM OKYEONG","더불어민주당","더불어민주당","경기 광명시갑","constituency","문화체육관광위원회","F",1971-12-11,2,1063,127
"EH27538E",21,"임이자","林利子","LIM LEEJA","국민의힘","미래통합당","경북 상주시문경시","constituency","기후위기 특별위원회, 재정경제기획위원회","F",1964-03-05,3,1070,133
"E6U4345C",21,"임종성","林鍾聲","LIM JONGSEONG","더불어민주당","더불어민주당","경기 광주시을","constituency","","M",1965-08-05,2,1497,71
"FH777496",21,"임호선","林昊宣","LIM HOSEON","더불어민주당","더불어민주당","충북 증평군진천군음성군","constituency","농림축산식품해양수산위원회","M",1964-09-27,2,2263,106
"RPN2293B",21,"장경태","張耿態","JANG KYUNGTAE","더불어민주당","더불어민주당","서울 동대문구을","constituency","순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 법제사법위원회","M",1983-10-12,2,1469,95
"KFM1081G",21,"장동혁","張東赫","JANG DONGHYEOK","국민의힘","국민의힘","충남 보령시서천군","constituency","순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 산업통상자원중소벤처기업위원회","M",1969-06-02,2,355,29
"CZB4125D",21,"장제원","張濟元","CHANG JEWON","국민의힘","미래통합당","부산 사상구","constituency","","M",1967-04-13,3,254,53
"2NV6751W",21,"장철민","張喆敏","JANG CHULMIN","더불어민주당","더불어민주당","대전 동구","constituency","산업통상자원중소벤처기업위원회, 성평등가족위원회","M",1983-05-16,2,1253,77
"GAV6441G",21,"장혜영","張惠英","JANG HYEYEONG","정의당","정의당","비례대표","proportional","","F",1987-04-08,1,583,45
"DPZ7685X",21,"전봉민","田奉珉","JEON BONGMIN","국민의힘","미래통합당","부산 수영구","constituency","","M",1972-10-21,1,898,100
"TJW93720",21,"전용기","田溶冀","JEON YONGGI","더불어민주당","더불어시민당","비례대표","proportional","국토교통위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 국회운영위원회","M",1991-10-26,2,1420,121
"9YO73104",21,"전재수","田載秀","CHUN JAESOO","더불어민주당","더불어민주당","부산 북구강서구갑","constituency","산업통상자원중소벤처기업위원회","M",1971-04-20,3,818,84
"71J2365L",21,"전주혜","全珠惠","JUN JOOHYAE","국민의힘","미래한국당","비례대표","proportional","","F",1966-07-15,1,601,73
"BM63269Y",21,"전해철","全海澈","JEON HAECHEOL","더불어민주당","더불어민주당","경기 안산시상록구갑","constituency","","M",1962-05-18,3,312,49
"N9X9673B",21,"전혜숙","全惠淑","JUN HYESOOK","더불어민주당","더불어민주당","서울 광진구갑","constituency","","F",1955-05-05,3,1010,62
"USR7059P",21,"정경희","丁慶姬","Kyung Hee Chung","국민의힘","미래한국당","비례대표","proportional","","F",1958-01-26,1,479,49
"DAY6557K",21,"정동만","鄭東萬","JEONG DONGMAN","국민의힘","미래통합당","부산 기장군","constituency","산업통상자원중소벤처기업위원회","M",1965-07-18,2,846,61
"V429892C",21,"정성호","鄭成湖","JUNG SUNGHO","더불어민주당","더불어민주당","경기 양주시","constituency","재정경제기획위원회","M",1961-09-10,5,1069,63
"VHK3402G",21,"정우택","鄭宇澤","CHUNG WOOTAIK","국민의힘","국민의힘","충북 청주시상당구","constituency","","M",1953-02-18,5,669,68
"NZF1659U",21,"정운천","鄭雲天","CHUNG WOONCHUN","국민의힘","미래통합당","비례대표","proportional","","M",1954-04-10,2,1096,50
"LT72093S",21,"정일영","鄭日永","CHUNG ILYOUNG","더불어민주당","더불어민주당","인천 연수구을","constituency","2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 재정경제기획위원회, 대미투자특별법 처리를 위한 특별위원회","M",1957-08-14,2,1306,82
"LJK4960Z",21,"정점식","鄭点植","JEONG JEOMSIG","국민의힘","미래통합당","경남 통영시고성군","constituency","국토교통위원회, 예산결산특별위원회, 감사원장(김호철) 임명동의에 관한 인사청문특별위원회","M",1965-07-15,3,370,69
"TP066860",21,"정정순","鄭正淳","JEONG JEONGSOON","더불어민주당","더불어민주당","충북 청주시상당구","constituency","","M",1958-01-19,1,142,14
"NQR1206Q",21,"정진석","鄭鎭碩","CHUNG JINSUK","국민의힘","미래통합당","충남 공주시부여군청양군","constituency","","M",1960-09-04,5,647,30
"SBK1544B",21,"정찬민","鄭燦敏","JUNG CHANMIN","국민의힘","미래통합당","경기 용인시갑","constituency","","M",1958-05-16,1,402,31
"2385336L",21,"정청래","鄭淸來","JUNG CHUNGRAE","더불어민주당","더불어민주당","서울 마포구을","constituency","국방위원회","M",1965-04-18,4,707,176
"MD083627",21,"정춘숙","鄭春淑","JUNG CHOUNSOOK","더불어민주당","더불어민주당","경기 용인시병","constituency","","F",1964-01-08,2,1248,152
"UHB5553T",21,"정태호","鄭泰浩","JUNG TAEHO","더불어민주당","더불어민주당","서울 관악구을","constituency","재정경제기획위원회, 대미투자특별법 처리를 위한 특별위원회","M",1963-03-20,2,858,75
"3425169D",21,"정필모","鄭必模","JUNG PILMO","더불어민주당","더불어시민당","비례대표","proportional","","M",1958-06-03,1,782,77
"PFG2137X",21,"정희용","鄭熙溶","JUNG HEEYONG","국민의힘","미래통합당","경북 고령군성주군칠곡군","constituency","농림축산식품해양수산위원회","M",1976-10-01,2,1098,104
"5KV82250",21,"조경태","趙慶泰","CHO KYOUNGTAE","국민의힘","미래통합당","부산 사하구을","constituency","농림축산식품해양수산위원회","M",1968-01-10,6,801,75
"S741317G",21,"조명희","曺明姬","JO MYUNGHEE","국민의힘","미래한국당","비례대표","proportional","","F",1955-09-14,1,1336,104
"YLS4431M",21,"조수진","趙修眞","CHO SUJIN","국민의힘","미래한국당","비례대표","proportional","","F",1972-06-19,1,972,33
"FYI20317",21,"조승래","趙承來","JO SEOUNGLAE","더불어민주당","더불어민주당","대전 유성구갑","constituency","재정경제기획위원회","M",1968-02-21,3,994,89
