"member_id","assembly","name","name_hanja","name_eng","party","party_elected","district","district_type","committees","gender","birth_date","seniority","n_bills","n_bills_lead"
"I7R13867",20,"이개호","李介昊","LEE KAIHO","더불어민주당","더불어민주당","전남 담양군함평군영광군장성군","constituency","보건복지위원회","M",1959-06-23,4,833,71
"0135473I",20,"이군현","李君賢","LEE KOONHYON","자유한국당","새누리당","경남 통영시고성군","constituency","교육위원회, 교육문화체육관광위원회, 농림축산식품해양수산위원회","M",1952-03-12,4,161,4
"9FL71418",20,"이규희","李揆熙","LEE KYU HEE","더불어민주당","더불어민주당","충남 천안시갑","constituency","국회운영위원회, 4차 산업혁명 특별위원회, 국토교통위원회","M",1961-06-27,1,481,15
"OQO34632",20,"이동섭","李銅燮","LEE DONGSUP","국민의당","국민의당","비례대표","proportional","정보위원회, 남북경제협력 특별위원회, 헌법재판소장(유남석) 임명동의에 관한 인사청문특별위원회, 문화체육관광위원회, 국회운영위원회, 평창동계올림픽 및 국제경기대회지원 특별위원회, 교육문화체육관광위원회","M",1956-11-07,1,2325,101
"OSV9142K",20,"이만희","李晩熙","LEE MANHEE","자유한국당","새누리당","경북 영천시청도군","constituency","2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 산불피해지원대책 특별위원회, 농림축산식품해양수산위원회","M",1963-12-11,3,512,69
"6YT83269",20,"이명수","李明洙","LEE MYOUNGSU","자유한국당","새누리당","충남 아산시갑","constituency","","M",1955-02-11,4,1265,215
"JWW6081H",20,"이상돈","李相敦","LEE SANGDON","국민의당","국민의당","비례대표","proportional","헌법재판소장(김이수) 임명동의에 관한 인사청문특별위원회, 헌법개정 특별위원회, 환경노동위원회","M",1951-12-04,1,235,20
"ZYH1940A",20,"이상민","李相珉","LEE SANGMIN","더불어민주당","더불어민주당","대전 유성구을","constituency","","M",1958-01-22,5,186,47
"WVU2479T",20,"이상헌","李相憲","LEE SANGHEON","더불어민주당","더불어민주당","울산 북구","constituency","","M",1954-07-10,2,595,38
"GMK1374L",20,"이석현","李錫玄","LEE SEOKHYUN","더불어민주당","더불어민주당","경기 안양시동안구갑","constituency","외교통일위원회","M",1951-03-16,6,630,63
"R7N74579",20,"이수혁","李秀赫","LEE SOOHYUCK","더불어민주당","더불어민주당","비례대표","proportional","산업통상자원중소벤처기업위원회, 예산결산특별위원회, 외교통일위원회","M",1949-01-04,1,602,31
"S9U45255",20,"이양수","李亮壽","LEE YANGSOO","자유한국당","새누리당","강원 속초시고성군양양군","constituency","정무위원회, 12.29 여객기 참사 진상규명을 위한 국정조사특별위원회","M",1967-08-15,3,811,60
"JG77046J",20,"이언주","李彦周","LEE UNJU","바른미래당","더불어민주당","경기 광명시을","constituency","산업통상자원중소벤처기업위원회","F",1972-11-08,3,867,104
"8WV8289I",20,"이완영","李完永","YI WANYOUNG","자유한국당","새누리당","경북 고령군성주군칠곡군","constituency","대법관(김선수·노정희·이동원) 임명동의에 관한 인사청문특별위원회, 법제사법위원회, 박근혜 정부의 최순실 등 민간인에 의한 국정농단 의혹사건 진상규명을 위한 국정조사특별위원회, 미래일자리 특별위원회, 농림축산식품해양수산위원회, 정보위원회","M",1957-07-07,2,545,38
"ABT2266H",20,"이용득","李龍得","LEE YONGDEUK","더불어민주당","더불어민주당","비례대표","proportional","환경노동위원회","M",1953-09-13,1,1205,76
"X9Y63914",20,"이용주","李勇周","LEE YONGJU","국민의당","국민의당","전남 여수시갑","constituency","정치개혁 특별위원회, 산업통상자원중소벤처기업위원회, 국회운영위원회, 재난안전 대책 특별위원회, 헌법재판소장(이진성) 임명동의에 관한 인사청문특별위원회, 대법원장(김명수) 임명동의에 관한 인사청문특별위원회, 정치개혁 특별위원회, 박근혜 정부의 최순실 등 민간인에 의한 국정농단 의혹사건 진상규명을 위한 국정조사특별위원회, 대법관(김재형) 임명동의에 관한 인사청문특별위원회, 지방재정·분권 특별위원회, 법제사법위원회, 예산결산특별위원회","M",1968-06-14,1,940,26
"DBA1057Z",20,"이용호","李容鎬","LEE YONGHO","국민의당","국민의당","전북 남원시임실군순창군","constituency","","M",1960-03-20,2,670,67
"0582116P",20,"이우현","李愚鉉","LEE WOOHYUN","새누리당","새누리당","경기 용인시갑","constituency","농림축산식품해양수산위원회, 과학기술정보방송통신위원회, 국토교통위원회","M",1957-01-03,2,421,23
"16D7652C",20,"이원욱","李元旭","LEE WONWOOK","더불어민주당","더불어민주당","경기 화성시을","constituency","","M",1963-03-20,3,1554,106
"DVD2735W",20,"이은권","李殷權","LEE EUNKWON","자유한국당","새누리당","대전 중구","constituency","국토교통위원회, 과학기술정보방송통신위원회, 국회운영위원회, 미래창조과학방송통신위원회, 예산결산특별위원회","M",1957-02-25,1,717,42
"IQN7588X",20,"이은재","李恩宰","LEE EUNJAE","자유한국당","새누리당","서울 강남구병","constituency","대법관(노태악) 임명동의에 관한 인사청문특별위원회, 대법관(김선수·노정희·이동원) 임명동의에 관한 인사청문특별위원회, 법제사법위원회, 정보위원회, 사법개혁특별위원회, 예산결산특별위원회, 평창동계올림픽 및 국제경기대회지원 특별위원회, 교육문화체육관광위원회","F",1952-03-27,2,388,23
"3ZR4438W",20,"이인영","李仁榮","LEE INYOUNG","더불어민주당","더불어민주당","서울 구로구갑","constituency","정무위원회, 정보위원회","M",1964-06-28,5,326,46
"2SE64657",20,"이장우","李莊雨","LEE JANGWOO","자유한국당","새누리당","대전 동구","constituency","사법개혁 특별위원회, 환경노동위원회, 예산결산특별위원회, 교육문화체육관광위원회","M",1965-02-10,2,250,35
"UQ282145",20,"이재정","李在汀","LEE JAE JUNG","더불어민주당","더불어민주당","비례대표","proportional","외교통일위원회","F",1974-08-02,3,852,81
"IUE5875N",20,"이정미","李貞味","LEE JEONGMI","정의당","정의당","비례대표","proportional","예산결산특별위원회, 가습기살균제 사고 진상규명과 피해구제 및 재발방지 대책마련을 위한 국정조사특별위원회, 국회상임위원회 위원정수에 관한 규칙 개정 특별위원회, 여성가족위원회, 환경노동위원회","F",1966-02-07,1,852,81
"7AN97172",20,"이정현","李貞鉉","LEE JUNGHYUN","무소속","새누리당","전남 순천시","constituency","외교통일위원회, 국방위원회, 교육문화체육관광위원회, 예산결산특별위원회","M",1958-09-01,3,187,13
"WDR7061Y",20,"이종걸","李鍾杰","LEE JONGKUL","더불어민주당","더불어민주당","경기 안양시만안구","constituency","행정안전위원회, 사법개혁 특별위원회, 과학기술정보방송통신위원회, 예산결산특별위원회, 미래창조과학방송통신위원회, 헌법개정 특별위원회, 국방위원회","M",1957-05-22,5,1188,59
"2XI97689",20,"이종구","李鍾九","LEE JONGKOO","자유한국당","새누리당","서울 강남구갑","constituency","산업통상자원중소벤처기업위원회, 정치개혁 특별위원회, 헌법개정 및 정치개혁 특별위원회, 헌법개정 특별위원회, 박근혜정부국정농단의혹진상규명국정조사특위, 기획재정위원회","M",1950-09-22,3,401,14
"11N7618M",20,"이종명","李鍾明","LEE JONGMYEONG","자유한국당","새누리당","비례대표","proportional","여성가족위원회, 남북관계개선 특별위원회, 국방위원회, 윤리특별위원회","M",1959-08-08,1,1009,62
"HSW1214Q",20,"이종배","李鍾培","LEE JONGBAE","자유한국당","새누리당","충북 충주시","constituency","예산결산특별위원회, 기후에너지환경노동위원회","M",1957-05-30,4,862,95
"8IN46764",20,"이주영","李柱榮","LEE JUYOUNG","자유한국당","새누리당","경남 창원시마산합포구","constituency","국방위원회, 헌법개정 특별위원회, 외교통일위원회","M",1951-09-30,5,307,35
"0ID22746",20,"이진복","李珍福","LEE JINBOK","자유한국당","새누리당","부산 동래구","constituency","행정안전위원회, 정무위원회","M",1957-10-18,3,475,19
"BWD92364",20,"이찬열","李燦烈","LEE CHANYEOL","바른미래당","더불어민주당","경기 수원시갑","constituency","농림축산식품해양수산위원회, 행정안전위원회, 교육위원회, 교육문화체육관광위원회, 산업통상자원중소벤처기업위원회, 대법관(박정화·조재연) 임명동의에 관한 인사청문특별위원회, 예산결산특별위원회, 평창동계올림픽 및 국제경기대회지원 특별위원회, 산업통상자원위원회","M",1959-07-15,3,4198,324
"WDS6044S",20,"이채익","李埰益","LEE CHEIK","자유한국당","새누리당","울산 남구갑","constituency","","M",1955-05-27,3,810,41
"TZP9391O",20,"이철규","李喆圭","LEE CHULGYU","자유한국당","무소속","강원 동해시삼척시","constituency","산업통상자원중소벤처기업위원회","M",1957-09-20,3,482,44
"NS06841K",20,"이철우","李喆雨","LEE CHEOLWOO","새누리당","새누리당","경북 김천시","constituency","산업통상자원중소벤처기업위원회, 헌법개정 특별위원회, 산업통상자원위원회, 정보위원회","M",1955-08-15,3,187,14
"LSK9789D",20,"이철희","李哲熙","RHEE CHEOLHEE","더불어민주당","더불어민주당","비례대표","proportional","예산결산특별위원회, 법제사법위원회, 윤리특별위원회, 정치개혁 특별위원회, 대법관(김선수·노정희·이동원) 임명동의에 관한 인사청문특별위원회, 과학기술정보방송통신위원회, 국회운영위원회, 사법개혁특별위원회, 국무총리(이낙연) 임명동의에 관한 인사청문특별위원회, 정치발전 특별위원회, 국방위원회","M",1966-03-29,1,972,53
"V2R7430Z",20,"이춘석","李春錫","LEE CHOONSUAK","더불어민주당","더불어민주당","전북 익산시갑","constituency","외교통일위원회","M",1963-03-07,4,1306,87
"QTW6852F",20,"이태규","李泰珪","LEE TAEKYU","바른미래당","국민의당","비례대표","proportional","","M",1964-03-22,2,346,50
"K5F2023J",20,"이학영","李學永","LEE HACKYOUNG","더불어민주당","더불어민주당","경기 군포시을","constituency","기후에너지환경노동위원회","M",1952-04-16,4,1313,146
"AJV31724",20,"이학재","李鶴宰","LEE HAGJAE","새누리당","새누리당","인천 서구갑","constituency","예산결산특별위원회, 교육위원회, 행정안전위원회, 정보위원회, 국토교통위원회","M",1964-08-19,3,580,41
"9ZP9014Q",20,"이해찬","李海瓚","LEE HAECHAN","더불어민주당","무소속","세종특별자치시","constituency","국방위원회, 외교통일위원회, 평창동계올림픽 및 국제경기대회지원 특별위원회, 국토교통위원회","M",1952-07-10,7,266,10
"EVH1507C",20,"이헌승","李憲昇","LEE HUNSEUNG","자유한국당","새누리당","부산 부산진구을","constituency","정무위원회, 기후위기 특별위원회","M",1963-05-11,4,433,62
"MBS2896E",20,"이현재","李賢在","LEE HYUNJAE","자유한국당","새누리당","경기 하남시","constituency","예산결산특별위원회, 4차 산업혁명 특별위원회, 공공부문 채용비리 의혹과 관련된 국정조사특별위원회, 국토교통위원회, 민생경제 특별위원회, 기획재정위원회","M",1949-04-25,2,533,35
"LCJ77278",20,"이혜훈","李惠薰","LEE HYEHOON","바른미래당","새누리당","서울 서초구갑","constituency","정보위원회, 4차 산업혁명 특별위원회, 예산결산특별위원회, 국토교통위원회, 박근혜정부국정농단의혹진상규명국정조사특위, 박근혜 정부의 최순실 등 민간인에 의한 국정농단 의혹사건 진상규명을 위한 국정조사특별위원회, 정치발전 특별위원회, 기획재정위원회","F",1964-06-15,3,205,26
"QXD2505Y",20,"이후삼","李厚三","LEE HU SAM","더불어민주당","더불어민주당","충북 제천시단양군","constituency","예산결산특별위원회, 국토교통위원회","M",1969-09-18,1,380,15
"BTP28870",20,"이훈","李薰","LEE HOON","더불어민주당","더불어민주당","서울 금천구","constituency","예산결산특별위원회, 공공부문 채용비리 의혹과 관련된 국정조사특별위원회, 에너지 특별위원회, 산업통상자원중소벤처기업위원회, 가습기살균제 사고 진상규명과 피해구제 및 재발방지 대책마련을 위한 국정조사특별위원회, 민생경제 특별위원회, 국회상임위원회 위원정수에 관한 규칙 개정 특별위원회, 국회운영위원회, 산업통상자원위원회","M",1965-09-06,1,637,38
"UM51067K",20,"인재근","印在謹","IN JAEKEUN","더불어민주당","더불어민주당","서울 도봉구갑","constituency","","F",1953-11-11,3,1475,117
"EH27538E",20,"임이자","林利子","LIM LEEJA","자유한국당","새누리당","비례대표","proportional","기후위기 특별위원회, 재정경제기획위원회","F",1964-03-05,3,914,105
"BIR8594P",20,"임재훈","林哉勳","LIM JAEHUN","바른미래당","바른미래당","비례대표","proportional","사법개혁 특별위원회, 윤리특별위원회, 교육위원회","M",1966-01-01,1,280,27
"E6U4345C",20,"임종성","林鍾聲","LIM JONGSEONG","더불어민주당","더불어민주당","경기 광주시을","constituency","","M",1965-08-05,2,1504,72
"V8I36226",20,"장병완","張秉浣","CHANG BYOUNGWAN","민주평화당","국민의당","광주 동구남구갑","constituency","국회운영위원회, 정무위원회, 정보위원회, 산업통상자원중소벤처기업위원회, 예산결산특별위원회, 산업통상자원위원회","M",1952-05-05,3,906,47
"WNN9272X",20,"장석춘","張錫春","JANG SEOKCHUN","자유한국당","새누리당","경북 구미시을","constituency","정치개혁 특별위원회, 산업통상자원중소벤처기업위원회, 국회운영위원회, 감사원장(최재형) 임명동의에 관한 인사청문특별위원회, 예산결산특별위원회, 환경노동위원회","M",1957-08-18,1,644,36
"0AI7568W",20,"장정숙","張貞淑","CHANG JUNGSOOK","바른미래당","국민의당","비례대표","proportional","정보위원회, 행정안전위원회, 보건복지위원회, 교육문화체육관광위원회, 지방재정·분권 특별위원회, 국회운영위원회, 안전행정위원회","F",1952-01-17,1,1984,65
"CZB4125D",20,"장제원","張濟元","CHANG JEWON","자유한국당","무소속","부산 사상구","constituency","","M",1967-04-13,3,263,52
"9YO73104",20,"전재수","田載秀","CHUN JAESOO","더불어민주당","더불어민주당","부산 북구강서구갑","constituency","산업통상자원중소벤처기업위원회","M",1971-04-20,3,1338,123
"BM63269Y",20,"전해철","全海澈","JEON HAECHEOL","더불어민주당","더불어민주당","경기 안산시상록구갑","constituency","","M",1962-05-18,3,630,60
"25G2571T",20,"전현희","全賢姬","JEON HYUNHEUI","더불어민주당","더불어민주당","서울 강남구을","constituency","법제사법위원회","F",1964-11-04,3,976,143
"N9X9673B",20,"전혜숙","全惠淑","JUN HYESOOK","더불어민주당","더불어민주당","서울 광진구갑","constituency","","F",1955-05-05,3,1821,115
"QZF33498",20,"전희경","全希卿","JUN HEEKYUNG","자유한국당","새누리당","비례대표","proportional","공공부문 채용비리 의혹과 관련된 국정조사특별위원회, 교육위원회, 여성가족위원회, 국회운영위원회, 대법원장(김명수) 임명동의에 관한 인사청문특별위원회, 대법관(김재형) 임명동의에 관한 인사청문특별위원회, 정치발전 특별위원회, 가습기살균제 사고 진상규명과 피해구제 및 재발방지 대책마련을 위한 국정조사특별위원회, 교육문화체육관광위원회, 윤리특별위원회","F",1975-10-09,1,371,28
"CYD5815E",20,"정갑윤","鄭甲潤","JEONG KABYOON","자유한국당","새누리당","울산 중구","constituency","정무위원회, 예산결산특별위원회, 법제사법위원회","M",1950-11-08,5,1205,78
"ARP89147",20,"정동영","鄭東泳","CHUNG DONGYOUNG","민주평화당","국민의당","전북 전주시병","constituency","순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 기획재정위원회, 과학기술정보방송통신위원회","M",1953-07-27,5,1455,70
"P303213F",20,"정병국","鄭柄國","CHOUNG BYOUNGGUG","바른미래당","새누리당","경기 여주시양평군","constituency","4차 산업혁명 특별위원회, 외교통일위원회, 기획재정위원회","M",1958-02-10,5,602,57
"V429892C",20,"정성호","鄭成湖","JUNG SUNGHO","더불어민주당","더불어민주당","경기 양주시","constituency","재정경제기획위원회","M",1961-09-10,5,1590,77
"DCN7433W",20,"정세균","丁世均","CHUNG SYEKYUN","더불어민주당","더불어민주당","서울 종로구","constituency","문화체육관광위원회, 교육문화체육관광위원회","M",1950-09-26,6,627,21
"0E97245Y",20,"정양석","鄭亮碩","CHEONG YANGSEOG","자유한국당","새누리당","서울 강북구갑","constituency","정보위원회, 정치개혁 특별위원회, 정치개혁 특별위원회, 국회운영위원회, 대법관(김재형) 임명동의에 관한 인사청문특별위원회, 남북관계개선 특별위원회, 외교통일위원회","M",1958-11-25,2,267,8
"ZGA4092Y",20,"정용기","鄭容起","JEONG YONGKI","자유한국당","새누리당","대전 대덕구","constituency","예산결산특별위원회, 과학기술정보방송통신위원회, 헌법개정 특별위원회, 국회운영위원회, 국토교통위원회, 윤리특별위원회","M",1962-06-01,2,256,21
"VHK3402G",20,"정우택","鄭宇澤","CHUNG WOOTAIK","자유한국당","새누리당","충북 청주시상당구","constituency","","M",1953-02-18,5,295,31
"NZF1659U",20,"정운천","鄭雲天","CHUNG WOONCHUN","바른미래당","새누리당","전북 전주시을","constituency","","M",1954-04-10,2,638,34
"0GF6251P",20,"정유섭","鄭有燮","JUNG YOUSUB","자유한국당","새누리당","인천 부평구갑","constituency","법제사법위원회, 대법관(김상환) 임명동의에 관한 인사청문특별위원회, 정치개혁 특별위원회, 대법관(김선수·노정희·이동원) 임명동의에 관한 인사청문특별위원회, 예산결산특별위원회, 국회운영위원회, 청년미래 특별위원회, 산업통상자원중소벤처기업위원회, 박근혜 정부의 최순실 등 민간인에 의한 국정농단 의혹사건 진상규명을 위한 국정조사특별위원회, 민생경제 특별위원회, 가습기살균제 사고 진상규명과 피해구제 및 재발방지 대책마련을 위한 국정조사특별위원회, 산업통상자원위원회","M",1954-12-06,1,808,39
"DQL3007B",20,"정은혜","鄭恩惠","JUNG EUNHYE","더불어민주당","더불어민주당","비례대표","proportional","여성가족위원회, 산업통상자원중소벤처기업위원회","F",1983-09-08,1,100,5
"DKB8522X",20,"정인화","鄭仁和","JEONG INHWA","국민의당","국민의당","전남 광양시곡성군구례군","constituency","보건복지위원회, 행정안전위원회, 청년미래 특별위원회, 예산결산특별위원회, 정치발전 특별위원회, 민생경제 특별위원회, 농림축산식품해양수산위원회","M",1957-07-27,1,1681,111
"9S468336",20,"정재호","鄭在浩","JUNG JAEHO","더불어민주당","더불어민주당","경기 고양시을","constituency","정무위원회","M",1965-10-22,1,1063,47
"LJK4960Z",20,"정점식","鄭点植","JEONG JEOMSIG","자유한국당","자유한국당","경남 통영시고성군","constituency","국토교통위원회, 예산결산특별위원회, 감사원장(김호철) 임명동의에 관한 인사청문특별위원회","M",1965-07-15,3,77,11
"CJX51868",20,"정종섭","鄭宗燮","CHONG JONGSUP","자유한국당","새누리당","대구 동구갑","constituency","사법개혁 특별위원회, 헌법재판소장(유남석) 임명동의에 관한 인사청문특별위원회, 국방위원회, 예산결산특별위원회, 헌법개정 및 정치개혁 특별위원회, 대법관(박정화·조재연) 임명동의에 관한 인사청문특별위원회, 헌법개정 특별위원회, 지방재정·분권 특별위원회, 국토교통위원회","M",1957-06-16,1,298,29
"NQR1206Q",20,"정진석","鄭鎭碩","CHUNG JINSUK","자유한국당","새누리당","충남 공주시부여군청양군","constituency","","M",1960-09-04,5,352,21
"MD083627",20,"정춘숙","鄭春淑","JUNG CHOUNSOOK","더불어민주당","더불어민주당","비례대표","proportional","","F",1964-01-08,2,1316,149
"06571503",20,"정태옥","鄭泰沃","CHOUNG TAEOK","자유한국당","새누리당","대구 북구갑","constituency","국회 코로나19 대책 특별위원회, 사법개혁 특별위원회, 헌법개정 및 정치개혁 특별위원회, 정치개혁 특별위원회, 예산결산특별위원회, 국무총리(이낙연) 임명동의에 관한 인사청문특별위원회, 국회운영위원회, 가습기살균제 사고 진상규명과 피해구제 및 재발방지 대책마련을 위한 국정조사특별위원회, 지방재정·분권 특별위원회, 정무위원회","M",1961-11-27,1,1081,62
"8KB8281W",20,"제윤경","諸閏景","JE YOUNKYUNG","더불어민주당","더불어민주당","비례대표","proportional","헌법재판소 재판관 선출에 관한 인사청문특별위원회, 여성가족위원회, 예산결산특별위원회, 국회운영위원회, 국무총리(이낙연) 임명동의에 관한 인사청문특별위원회, 민생경제 특별위원회, 정무위원회","F",1971-07-25,1,898,93
"5KV82250",20,"조경태","趙慶泰","CHO KYOUNGTAE","자유한국당","새누리당","부산 사하구을","constituency","농림축산식품해양수산위원회","M",1968-01-10,6,644,79
"IWK63872",20,"조배숙","趙培淑","CHO BAESOOK","국민의당","국민의당","전북 익산시을","constituency","법제사법위원회, 예산결산특별위원회","F",1956-09-10,5,1290,54
"FYI20317",20,"조승래","趙承來","JO SEOUNGLAE","더불어민주당","더불어민주당","대전 유성구갑","constituency","재정경제기획위원회","M",1968-02-21,3,1167,72
"VNF2868Z",20,"조원진","趙源震","CHO WONJIN","새누리당","새누리당","대구 달서구병","constituency","행정안전위원회, 과학기술정보방송통신위원회, 미래창조과학방송통신위원회, 예산결산특별위원회, 환경노동위원회","M",1959-01-07,3,128,19
"CDL93608",20,"조응천","趙應天","CHO EUNGCHEON","더불어민주당","더불어민주당","경기 남양주시갑","constituency","","M",1962-09-17,2,275,79
"IN328264",20,"조정식","趙正湜","CHO JEONGSIK","더불어민주당","더불어민주당","경기 시흥시을","constituency","외교통일위원회","M",1963-12-25,6,809,72
"D397960C",20,"조훈현","曺薰鉉","CHO HOONHYUN","자유한국당","새누리당","비례대표","proportional","윤리특별위원회, 문화체육관광위원회, 과학기술정보방송통신위원회, 여성가족위원회, 남북관계개선 특별위원회, 교육문화체육관광위원회","M",1953-03-10,1,620,46
"AFQ26679",20,"주광덕","朱光德","JOO KWANGDEOK","자유한국당","새누리당","경기 남양주시병","constituency","대법관(노태악) 임명동의에 관한 인사청문특별위원회, 대법관(김선수·노정희·이동원) 임명동의에 관한 인사청문특별위원회, 헌법개정 및 정치개혁 특별위원회, 국회운영위원회, 대법관(민유숙·안철상) 임명동의에 관한 인사청문특별위원회, 대법원장(김명수) 임명동의에 관한 인사청문특별위원회, 법제사법위원회, 예산결산특별위원회","M",1960-07-26,2,415,50
"GCA42857",20,"주승용","朱昇鎔","JOO SEUNGYONG","국민의당","국민의당","전남 여수시을","constituency","행정안전위원회, 헌법개정 및 정치개혁 특별위원회, 국회운영위원회, 정보위원회, 국토교통위원회","M",1952-07-27,4,1576,154
"8SV6917G",20,"주호영","朱豪英","JOO HOYOUNG","자유한국당","무소속","대구 수성구을","constituency","행정안전위원회","M",1960-12-10,6,717,69
"5HG31863",20,"지상욱","池尙昱","JI SANGWUK","바른미래당","새누리당","서울 중구성동구을","constituency","대법관(노태악) 임명동의에 관한 인사청문특별위원회, 국무총리(정세균) 임명동의에 관한 인사청문특별위원회, 정치개혁 특별위원회, 남북경제협력 특별위원회, 예산결산특별위원회, 헌법개정 및 정치개혁 특별위원회, 대법관(민유숙·안철상) 임명동의에 관한 인사청문특별위원회, 국회운영위원회, 정무위원회","M",1965-05-16,1,281,22
"68P7228G",20,"진선미","陳善美","JIN SUNMEE","더불어민주당","더불어민주당","서울 강동구갑","constituency","교육위원회","F",1967-05-14,4,721,105
"IDV9108J",20,"진영","陳永","CHIN YOUNG","더불어민주당","더불어민주당","서울 용산구","constituency","농림축산식품해양수산위원회, 산업통상자원중소벤처기업위원회, 교육위원회, 대법관(김선수·노정희·이동원) 임명동의에 관한 인사청문특별위원회, 외교통일위원회, 헌법재판소장(이진성) 임명동의에 관한 인사청문특별위원회, 국방위원회","M",1950-10-23,4,44,2
"GDN7894V",20,"채이배","蔡利培","CHAE YIBAI","국민의당","국민의당","비례대표","proportional","사법개혁 특별위원회, 대법관(김상환) 임명동의에 관한 인사청문특별위원회, 대법관(김선수·노정희·이동원) 임명동의에 관한 인사청문특별위원회, 국회운영위원회, 법제사법위원회, 예산결산특별위원회, 청년미래 특별위원회, 정무위원회","M",1975-01-02,1,966,128
"3SP89633",20,"천정배","千正培","CHUN JUNGBAE","민주평화당","국민의당","광주 서구을","constituency","정치개혁 특별위원회, 외교통일위원회, 헌법개정 특별위원회, 민생경제 특별위원회, 보건복지위원회, 국방위원회","M",1954-12-12,6,762,57
"KA04352K",20,"최경환","崔敬煥","CHOI GYUNGHWAN","국민의당","국민의당","광주 북구을","constituency","남북경제협력 특별위원회, 문화체육관광위원회, 교육문화체육관광위원회, 재난안전 대책 특별위원회, 국회운영위원회, 남북관계개선 특별위원회, 국토교통위원회","M",1959-07-28,1,908,48
"FJ03481D",20,"최경환","崔炅煥","CHOI KYUNGHWAN","새누리당","자유한국당","경북 경산시","constituency","산업통상자원중소벤처기업위원회, 국토교통위원회, 문화체육관광위원회, 국방위원회, 외교통일위원회","M",1955-02-27,4,11,2
"TO79481Z",20,"최교일","崔敎一","CHOI GYOIL","자유한국당","새누리당","경북 영주시문경시예천군","constituency","문화체육관광위원회, 국회운영위원회, 정치개혁 특별위원회, 헌법재판소 재판관 선출에 관한 인사청문특별위원회, 대법관(김선수·노정희·이동원) 임명동의에 관한 인사청문특별위원회, 예산결산특별위원회, 대법관(박정화·조재연) 임명동의에 관한 인사청문특별위원회, 헌법개정 특별위원회, 박근혜정부국정농단의혹진상규명국정조사특위, 대법관(김재형) 임명동의에 관한 인사청문특별위원회, 저출산·고령화대책 특별위원회, 가습기살균제 사고 진상규명과 피해구제 및 재발방지 대책마련을 위한 국정조사특별위원회, 기획재정위원회","M",1962-02-28,1,491,51
"O8E1566L",20,"최도자","崔道子","CHOI DOJA","국민의당","국민의당","비례대표","proportional","예산결산특별위원회, 미세먼지 대책 특별위원회, 국회운영위원회, 보건복지위원회","F",1955-03-04,1,1910,155
"U013741R",20,"최명길","崔明吉","CHOI MYUNGGHIL","더불어민주당","더불어민주당","서울 송파구을","constituency","과학기술정보방송통신위원회, 예산결산특별위원회, 국회운영위원회, 평창동계올림픽 및 국제경기대회지원 특별위원회, 미래창조과학방송통신위원회","M",1961-03-19,1,436,35
"16I8621J",20,"최연혜","崔然惠","CHOI YEONHYE","자유한국당","새누리당","비례대표","proportional","정치개혁 특별위원회, 에너지 특별위원회, 과학기술정보방송통신위원회, 산업통상자원중소벤처기업위원회, 남북관계개선 특별위원회, 가습기살균제 사고 진상규명과 피해구제 및 재발방지 대책마련을 위한 국정조사특별위원회, 산업통상자원위원회","F",1956-04-02,1,624,51
"ZJI5740K",20,"최운열","崔運烈","CHOI WOONYOUL","더불어민주당","더불어민주당","비례대표","proportional","4차 산업혁명 특별위원회, 미래일자리 특별위원회, 정무위원회","M",1950-04-02,1,617,47
"LPB30152",20,"최인호","崔仁昊","CHOI INHO","더불어민주당","더불어민주당","부산 사하구갑","constituency","","M",1966-10-15,2,1497,107
"VE469451",20,"최재성","崔宰誠","CHOI JAE SUNG","더불어민주당","더불어민주당","서울 송파구을","constituency","외교통일위원회, 공공부문 채용비리 의혹과 관련된 국정조사특별위원회, 국방위원회","M",1965-09-09,4,420,27
"G152611B",20,"추경호","秋慶鎬","CHOO KYUNGHO","자유한국당","새누리당","대구 달성군","constituency","정무위원회","M",1960-07-29,3,1137,111
"URV1689Q",20,"추미애","秋美愛","CHOO MIAE","더불어민주당","더불어민주당","서울 광진구을","constituency","윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회, 법제사법위원회","F",1958-10-23,6,388,24
"XTB3104O",20,"추혜선","秋惠仙","CHU HYESEON","정의당","정의당","비례대표","proportional","정무위원회, 여성가족위원회, 과학기술정보방송통신위원회, 미래창조과학방송통신위원회, 지방재정·분권 특별위원회, 예산결산특별위원회, 외교통일위원회","F",1971-01-15,1,777,54
"EX94352K",20,"표창원","表蒼園","PYO CHANGWON","더불어민주당","더불어민주당","경기 용인시정","constituency","국회운영위원회, 사법개혁 특별위원회, 여성가족위원회, 예산결산특별위원회, 법제사법위원회, 감사원장(최재형) 임명동의에 관한 인사청문특별위원회, 재난안전 대책 특별위원회, 행정안전위원회, 교육문화체육관광위원회, 안전행정위원회, 윤리특별위원회","M",1966-05-03,1,815,57
"I0S53762",20,"하태경","河泰慶","HA TAEKEUNG","바른미래당","새누리당","부산 해운대구갑","constituency","","M",1968-03-29,3,604,55
"ZX71333R",20,"한선교","韓善敎","HAN SUNKYO","자유한국당","새누리당","경기 용인시병","constituency","문화체육관광위원회, 정보위원회, 정치발전 특별위원회, 교육문화체육관광위원회","M",1959-06-23,4,203,31
